test_id,adult_females,adult_males,juveniles,pups,subadult_males
5538,21.0,5.0,17.0,8.0,6.0
5539,13.0,6.0,8.0,7.0,4.0
5540,14.0,5.0,8.0,6.0,4.0
5541,13.0,5.0,8.0,8.0,5.0
5542,19.0,5.0,15.0,14.0,7.0
5543,39.0,8.0,13.0,10.0,8.0
5544,33.0,6.0,11.0,11.0,8.0
5545,17.0,5.0,14.0,13.0,4.0
5546,13.0,5.0,10.0,7.0,5.0
5547,40.0,8.0,102.0,16.0,8.0
5548,14.0,5.0,9.0,11.0,5.0
5549,14.0,4.0,10.0,5.0,5.0
5550,37.0,5.0,12.0,8.0,5.0
5551,20.0,7.0,8.0,13.0,5.0
5552,13.0,4.0,10.0,5.0,5.0
5553,13.0,4.0,9.0,5.0,5.0
5554,31.0,7.0,65.0,17.0,6.0
5555,13.0,5.0,12.0,8.0,6.0
5556,13.0,4.0,10.0,5.0,4.0
5557,21.0,6.0,9.0,14.0,8.0
5558,11.0,5.0,8.0,7.0,4.0
5559,13.0,5.0,7.0,9.0,4.0
5560,14.0,5.0,9.0,6.0,5.0
5561,18.0,5.0,15.0,5.0,9.0
5562,13.0,5.0,10.0,5.0,5.0
5563,14.0,5.0,14.0,5.0,4.0
5564,14.0,5.0,9.0,7.0,4.0
5565,33.0,12.0,12.0,17.0,6.0
5566,14.0,5.0,15.0,8.0,6.0
5567,13.0,4.0,9.0,5.0,4.0
5568,13.0,4.0,10.0,6.0,5.0
5569,14.0,4.0,8.0,5.0,4.0
5570,18.0,5.0,8.0,16.0,5.0
5571,13.0,4.0,10.0,5.0,4.0
5572,38.0,5.0,72.0,12.0,6.0
5573,13.0,5.0,9.0,6.0,6.0
5574,12.0,5.0,7.0,6.0,5.0
5575,14.0,5.0,9.0,6.0,7.0
5576,13.0,4.0,11.0,5.0,5.0
5577,15.0,6.0,9.0,7.0,5.0
5578,14.0,5.0,11.0,6.0,5.0
5579,17.0,6.0,9.0,6.0,5.0
5580,13.0,4.0,10.0,5.0,4.0
5581,13.0,5.0,11.0,17.0,6.0
5582,14.0,5.0,10.0,5.0,6.0
5583,12.0,5.0,8.0,6.0,5.0
5584,42.0,12.0,14.0,21.0,7.0
5585,19.0,6.0,12.0,13.0,8.0
5586,13.0,5.0,10.0,6.0,7.0
5587,11.0,5.0,8.0,5.0,4.0
5588,13.0,5.0,8.0,6.0,4.0
5589,15.0,5.0,11.0,7.0,5.0
5590,14.0,5.0,11.0,5.0,5.0
5591,48.0,6.0,47.0,9.0,6.0
5592,12.0,4.0,11.0,5.0,5.0
5593,35.0,7.0,28.0,11.0,7.0
5594,13.0,5.0,8.0,7.0,4.0
5595,24.0,6.0,10.0,11.0,7.0
5596,25.0,7.0,12.0,8.0,5.0
5597,14.0,4.0,11.0,5.0,6.0
5598,13.0,4.0,10.0,5.0,5.0
5599,11.0,5.0,10.0,6.0,5.0
5600,14.0,5.0,12.0,5.0,5.0
5601,29.0,8.0,8.0,20.0,7.0
5602,12.0,5.0,11.0,5.0,5.0
5603,25.0,9.0,12.0,18.0,7.0
5604,13.0,5.0,9.0,5.0,5.0
5605,15.0,5.0,12.0,5.0,5.0
5606,19.0,5.0,12.0,6.0,4.0
5607,13.0,5.0,10.0,5.0,5.0
5608,13.0,5.0,9.0,5.0,5.0
5609,15.0,5.0,8.0,9.0,5.0
5610,14.0,5.0,13.0,6.0,5.0
5611,11.0,5.0,11.0,7.0,5.0
5612,13.0,4.0,12.0,5.0,5.0
5613,12.0,5.0,11.0,6.0,5.0
5614,16.0,5.0,10.0,5.0,5.0
5615,17.0,5.0,19.0,5.0,5.0
5616,13.0,5.0,8.0,6.0,5.0
5617,42.0,6.0,32.0,8.0,6.0
5618,14.0,5.0,13.0,7.0,5.0
5619,16.0,7.0,9.0,9.0,6.0
5620,15.0,5.0,10.0,7.0,6.0
5621,57.0,14.0,107.0,46.0,8.0
5622,14.0,5.0,11.0,5.0,5.0
5623,13.0,5.0,9.0,6.0,5.0
5624,14.0,4.0,11.0,7.0,7.0
5625,12.0,5.0,12.0,5.0,4.0
5626,12.0,5.0,11.0,5.0,7.0
5627,13.0,4.0,9.0,5.0,4.0
5628,12.0,5.0,8.0,6.0,5.0
5629,11.0,5.0,10.0,5.0,5.0
5630,14.0,5.0,10.0,7.0,5.0
5631,17.0,4.0,20.0,6.0,5.0
5632,11.0,5.0,8.0,5.0,5.0
5633,12.0,5.0,11.0,6.0,5.0
5634,18.0,5.0,11.0,11.0,6.0
5635,15.0,4.0,25.0,6.0,7.0
5636,41.0,8.0,11.0,23.0,8.0
5637,14.0,6.0,9.0,13.0,5.0
5638,20.0,6.0,12.0,14.0,5.0
5639,31.0,8.0,10.0,16.0,5.0
5640,11.0,5.0,9.0,9.0,6.0
5641,79.0,11.0,22.0,54.0,8.0
5642,42.0,10.0,13.0,20.0,6.0
5643,13.0,4.0,9.0,5.0,4.0
5644,13.0,4.0,10.0,5.0,5.0
5645,13.0,5.0,8.0,6.0,5.0
5646,23.0,8.0,11.0,10.0,5.0
5647,15.0,5.0,8.0,10.0,4.0
5648,13.0,5.0,7.0,10.0,5.0
5649,14.0,5.0,9.0,5.0,5.0
5650,22.0,7.0,10.0,14.0,6.0
5651,14.0,4.0,9.0,5.0,4.0
5652,13.0,5.0,9.0,5.0,4.0
5653,46.0,13.0,71.0,43.0,8.0
5654,19.0,6.0,12.0,10.0,6.0
5655,47.0,7.0,78.0,12.0,6.0
5656,12.0,5.0,7.0,5.0,4.0
5657,14.0,5.0,10.0,6.0,6.0
5658,39.0,9.0,12.0,19.0,6.0
5659,39.0,9.0,15.0,19.0,6.0
5660,17.0,5.0,21.0,5.0,5.0
5661,19.0,5.0,12.0,7.0,5.0
5662,31.0,8.0,12.0,8.0,5.0
5663,16.0,6.0,9.0,6.0,5.0
5664,13.0,5.0,10.0,6.0,7.0
5665,16.0,4.0,12.0,6.0,5.0
5666,17.0,6.0,11.0,14.0,6.0
5667,15.0,5.0,16.0,10.0,8.0
5668,13.0,4.0,10.0,6.0,8.0
5669,22.0,6.0,11.0,5.0,5.0
5670,55.0,10.0,24.0,49.0,9.0
5671,15.0,4.0,11.0,5.0,5.0
5672,21.0,5.0,13.0,6.0,5.0
5673,12.0,5.0,9.0,6.0,5.0
5674,44.0,9.0,44.0,11.0,6.0
5675,13.0,5.0,12.0,5.0,5.0
5676,12.0,4.0,8.0,5.0,4.0
5677,33.0,6.0,19.0,15.0,8.0
5678,22.0,5.0,11.0,8.0,4.0
5679,27.0,9.0,13.0,29.0,6.0
5680,23.0,5.0,30.0,6.0,5.0
5681,42.0,7.0,63.0,14.0,7.0
5682,48.0,10.0,16.0,23.0,6.0
5683,15.0,6.0,10.0,12.0,5.0
5684,54.0,9.0,72.0,34.0,9.0
5685,13.0,4.0,9.0,5.0,5.0
5686,17.0,6.0,17.0,6.0,6.0
5687,14.0,7.0,26.0,12.0,6.0
5688,23.0,7.0,13.0,8.0,6.0
5689,32.0,7.0,14.0,13.0,7.0
5690,14.0,5.0,19.0,6.0,6.0
5691,12.0,5.0,9.0,5.0,4.0
5692,72.0,8.0,23.0,24.0,8.0
5693,13.0,5.0,8.0,8.0,5.0
5694,15.0,5.0,8.0,10.0,6.0
5695,23.0,5.0,16.0,10.0,5.0
5696,42.0,6.0,10.0,9.0,6.0
5697,15.0,5.0,17.0,6.0,6.0
5698,16.0,5.0,13.0,9.0,6.0
5699,14.0,5.0,10.0,5.0,6.0
5700,94.0,8.0,24.0,54.0,8.0
5701,17.0,5.0,9.0,5.0,4.0
5702,16.0,6.0,13.0,9.0,5.0
5703,12.0,4.0,9.0,5.0,5.0
5704,52.0,12.0,102.0,38.0,7.0
5705,14.0,4.0,11.0,5.0,5.0
5706,37.0,8.0,16.0,39.0,8.0
5707,17.0,5.0,10.0,14.0,8.0
5708,13.0,6.0,8.0,14.0,5.0
5709,21.0,7.0,11.0,7.0,5.0
5710,15.0,5.0,11.0,6.0,5.0
5711,12.0,5.0,9.0,5.0,5.0
5712,18.0,5.0,9.0,10.0,5.0
5713,32.0,7.0,15.0,33.0,7.0
5714,13.0,5.0,9.0,6.0,4.0
5715,21.0,5.0,11.0,6.0,5.0
5716,12.0,4.0,9.0,5.0,5.0
5717,17.0,6.0,13.0,6.0,5.0
5718,19.0,7.0,10.0,11.0,6.0
5719,38.0,7.0,19.0,32.0,6.0
5720,23.0,6.0,14.0,11.0,7.0
5721,11.0,5.0,10.0,5.0,7.0
5722,12.0,5.0,8.0,7.0,5.0
5723,15.0,5.0,9.0,6.0,7.0
5724,17.0,6.0,12.0,13.0,5.0
5725,13.0,4.0,10.0,5.0,7.0
5726,19.0,5.0,12.0,6.0,8.0
5727,15.0,5.0,8.0,5.0,5.0
5728,16.0,5.0,12.0,9.0,9.0
5729,39.0,8.0,12.0,11.0,5.0
5730,12.0,5.0,7.0,6.0,5.0
5731,31.0,6.0,74.0,11.0,8.0
5732,15.0,5.0,9.0,6.0,6.0
5733,12.0,5.0,9.0,6.0,4.0
5734,37.0,8.0,16.0,12.0,7.0
5735,38.0,7.0,32.0,14.0,5.0
5736,11.0,5.0,10.0,9.0,7.0
5737,12.0,5.0,10.0,5.0,5.0
5738,30.0,6.0,8.0,13.0,7.0
5739,34.0,9.0,13.0,26.0,7.0
5740,13.0,5.0,8.0,6.0,5.0
5741,15.0,5.0,11.0,9.0,7.0
5742,17.0,6.0,8.0,10.0,6.0
5743,30.0,5.0,60.0,12.0,6.0
5744,19.0,5.0,13.0,6.0,6.0
5745,15.0,5.0,10.0,5.0,5.0
5746,13.0,5.0,9.0,6.0,5.0
5747,20.0,6.0,12.0,14.0,6.0
5748,13.0,5.0,9.0,7.0,6.0
5749,13.0,4.0,8.0,7.0,4.0
5750,20.0,7.0,24.0,11.0,7.0
5751,26.0,6.0,12.0,12.0,5.0
5752,12.0,5.0,9.0,5.0,4.0
5753,14.0,5.0,11.0,5.0,4.0
5754,13.0,4.0,8.0,5.0,5.0
5755,26.0,7.0,29.0,8.0,7.0
5756,15.0,5.0,9.0,5.0,4.0
5757,11.0,5.0,10.0,8.0,6.0
5758,14.0,5.0,8.0,6.0,5.0
5759,15.0,5.0,16.0,8.0,10.0
5760,13.0,4.0,8.0,5.0,4.0
5761,13.0,4.0,23.0,6.0,7.0
5762,39.0,7.0,12.0,22.0,6.0
5763,18.0,5.0,17.0,6.0,5.0
5764,14.0,4.0,8.0,7.0,5.0
5765,16.0,5.0,10.0,6.0,5.0
5766,14.0,4.0,14.0,5.0,4.0
5767,13.0,4.0,9.0,5.0,4.0
5768,14.0,6.0,10.0,9.0,7.0
5769,28.0,7.0,13.0,19.0,5.0
5770,12.0,5.0,9.0,5.0,5.0
5771,13.0,5.0,8.0,6.0,6.0
5772,30.0,6.0,12.0,13.0,7.0
5773,15.0,5.0,13.0,6.0,5.0
5774,17.0,6.0,13.0,6.0,5.0
5775,14.0,6.0,9.0,6.0,5.0
5776,47.0,8.0,20.0,31.0,8.0
5777,76.0,9.0,24.0,23.0,10.0
5778,27.0,8.0,12.0,30.0,7.0
5779,14.0,4.0,9.0,5.0,5.0
5780,26.0,5.0,13.0,6.0,6.0
5781,15.0,5.0,9.0,7.0,4.0
5782,19.0,5.0,15.0,10.0,8.0
5783,32.0,6.0,14.0,31.0,7.0
5784,13.0,5.0,11.0,5.0,5.0
5785,33.0,7.0,21.0,13.0,7.0
5786,13.0,5.0,9.0,5.0,5.0
5787,14.0,4.0,13.0,6.0,5.0
5788,13.0,4.0,10.0,5.0,4.0
5789,43.0,12.0,11.0,33.0,7.0
5790,13.0,5.0,10.0,5.0,5.0
5791,58.0,7.0,25.0,26.0,5.0
5792,61.0,13.0,11.0,64.0,6.0
5793,22.0,6.0,14.0,13.0,5.0
5794,38.0,10.0,14.0,36.0,6.0
5795,12.0,5.0,10.0,5.0,4.0
5796,21.0,8.0,14.0,19.0,7.0
5797,12.0,4.0,10.0,5.0,5.0
5798,62.0,8.0,27.0,15.0,5.0
5799,46.0,8.0,14.0,26.0,7.0
5800,15.0,5.0,9.0,15.0,5.0
5801,12.0,4.0,8.0,5.0,5.0
5802,12.0,6.0,9.0,5.0,5.0
5803,16.0,6.0,10.0,6.0,5.0
5804,12.0,5.0,11.0,6.0,5.0
5805,17.0,5.0,13.0,7.0,5.0
5806,38.0,8.0,43.0,14.0,9.0
5807,24.0,7.0,10.0,15.0,7.0
5808,12.0,5.0,9.0,5.0,5.0
5809,12.0,5.0,8.0,6.0,4.0
5810,14.0,4.0,12.0,5.0,5.0
5811,60.0,12.0,14.0,26.0,5.0
5812,12.0,5.0,9.0,5.0,5.0
5813,11.0,5.0,9.0,7.0,5.0
5814,60.0,8.0,31.0,33.0,8.0
5815,20.0,6.0,13.0,6.0,5.0
5816,14.0,5.0,10.0,7.0,4.0
5817,40.0,7.0,11.0,39.0,7.0
5818,13.0,4.0,8.0,5.0,4.0
5819,23.0,6.0,9.0,9.0,5.0
5820,14.0,5.0,10.0,5.0,5.0
5821,12.0,5.0,12.0,8.0,6.0
5822,24.0,13.0,9.0,23.0,6.0
5823,26.0,6.0,14.0,8.0,7.0
5824,13.0,5.0,8.0,6.0,4.0
5825,32.0,11.0,10.0,17.0,6.0
5826,13.0,5.0,9.0,5.0,5.0
5827,21.0,7.0,12.0,17.0,5.0
5828,65.0,15.0,14.0,41.0,6.0
5829,18.0,5.0,13.0,5.0,4.0
5830,14.0,5.0,9.0,7.0,5.0
5831,22.0,5.0,29.0,9.0,5.0
5832,13.0,4.0,10.0,5.0,5.0
5833,38.0,8.0,41.0,14.0,9.0
5834,28.0,9.0,20.0,13.0,6.0
5835,13.0,4.0,11.0,5.0,5.0
5836,13.0,4.0,12.0,5.0,4.0
5837,12.0,5.0,7.0,5.0,4.0
5838,17.0,4.0,13.0,6.0,5.0
5839,27.0,7.0,30.0,10.0,5.0
5840,47.0,10.0,76.0,25.0,6.0
5841,13.0,4.0,10.0,6.0,8.0
5842,15.0,5.0,9.0,5.0,6.0
5843,20.0,6.0,12.0,7.0,5.0
5844,13.0,4.0,10.0,5.0,5.0
5845,14.0,6.0,8.0,8.0,5.0
5846,14.0,5.0,8.0,7.0,6.0
5847,14.0,4.0,12.0,5.0,4.0
5848,24.0,5.0,10.0,8.0,7.0
5849,36.0,8.0,13.0,21.0,6.0
5850,13.0,4.0,11.0,5.0,4.0
5851,12.0,5.0,9.0,7.0,7.0
5852,26.0,5.0,10.0,12.0,6.0
5853,37.0,7.0,13.0,9.0,6.0
5854,16.0,6.0,11.0,8.0,5.0
5855,17.0,5.0,14.0,6.0,4.0
5856,15.0,4.0,12.0,6.0,5.0
5857,12.0,5.0,14.0,10.0,10.0
5858,45.0,9.0,25.0,30.0,7.0
5859,14.0,5.0,11.0,6.0,5.0
5860,21.0,6.0,14.0,14.0,6.0
5861,55.0,11.0,12.0,27.0,5.0
5862,13.0,4.0,10.0,5.0,5.0
5863,13.0,5.0,9.0,5.0,5.0
5864,19.0,7.0,12.0,14.0,6.0
5865,13.0,5.0,14.0,6.0,5.0
5866,27.0,6.0,13.0,8.0,5.0
5867,15.0,5.0,14.0,15.0,7.0
5868,53.0,10.0,16.0,44.0,9.0
5869,14.0,6.0,11.0,9.0,6.0
5870,13.0,4.0,10.0,5.0,5.0
5871,33.0,8.0,47.0,13.0,6.0
5872,26.0,7.0,11.0,11.0,7.0
5873,14.0,4.0,14.0,5.0,4.0
5874,16.0,6.0,12.0,6.0,5.0
5875,21.0,6.0,10.0,9.0,5.0
5876,18.0,8.0,16.0,20.0,6.0
5877,19.0,5.0,12.0,5.0,5.0
5878,25.0,6.0,13.0,15.0,9.0
5879,23.0,5.0,12.0,11.0,7.0
5880,17.0,4.0,10.0,6.0,6.0
5881,23.0,6.0,18.0,10.0,8.0
5882,16.0,5.0,13.0,8.0,7.0
5883,13.0,5.0,8.0,7.0,5.0
5884,42.0,13.0,107.0,37.0,8.0
5885,27.0,5.0,11.0,10.0,4.0
5886,34.0,11.0,12.0,35.0,6.0
5887,13.0,4.0,10.0,5.0,5.0
5888,21.0,6.0,10.0,7.0,5.0
5889,34.0,6.0,24.0,9.0,5.0
5890,17.0,5.0,13.0,6.0,6.0
5891,37.0,12.0,108.0,34.0,8.0
5892,36.0,6.0,14.0,13.0,7.0
5893,50.0,9.0,43.0,11.0,6.0
5894,13.0,5.0,11.0,6.0,4.0
5895,20.0,6.0,13.0,6.0,4.0
5896,37.0,9.0,35.0,12.0,7.0
5897,58.0,11.0,12.0,42.0,5.0
5898,15.0,5.0,12.0,5.0,5.0
5899,18.0,6.0,10.0,7.0,6.0
5900,14.0,5.0,10.0,5.0,5.0
5901,15.0,6.0,17.0,10.0,7.0
5902,16.0,5.0,15.0,14.0,8.0
5903,16.0,5.0,12.0,5.0,5.0
5904,12.0,5.0,9.0,5.0,5.0
5905,13.0,4.0,11.0,5.0,5.0
5906,13.0,4.0,10.0,5.0,4.0
5907,15.0,5.0,9.0,8.0,5.0
5908,36.0,8.0,37.0,33.0,6.0
5909,41.0,8.0,12.0,14.0,5.0
5910,39.0,6.0,14.0,19.0,9.0
5911,60.0,14.0,13.0,30.0,6.0
5912,15.0,6.0,8.0,8.0,5.0
5913,11.0,5.0,10.0,5.0,6.0
5914,13.0,4.0,9.0,6.0,5.0
5915,24.0,7.0,10.0,22.0,5.0
5916,14.0,5.0,19.0,5.0,4.0
5917,13.0,4.0,10.0,5.0,4.0
5918,14.0,5.0,11.0,5.0,5.0
5919,14.0,4.0,12.0,5.0,4.0
5920,22.0,8.0,9.0,12.0,5.0
5921,13.0,5.0,10.0,6.0,5.0
5922,14.0,4.0,8.0,5.0,4.0
5923,14.0,5.0,8.0,5.0,5.0
5924,13.0,5.0,10.0,5.0,4.0
5925,12.0,5.0,9.0,7.0,7.0
5926,12.0,5.0,8.0,5.0,9.0
5927,17.0,5.0,8.0,8.0,5.0
5928,14.0,4.0,12.0,5.0,5.0
5929,51.0,7.0,13.0,25.0,6.0
5930,19.0,5.0,16.0,14.0,7.0
5931,23.0,5.0,9.0,6.0,4.0
5932,28.0,7.0,11.0,11.0,5.0
5933,13.0,4.0,10.0,5.0,5.0
5934,13.0,5.0,9.0,6.0,5.0
5935,22.0,8.0,10.0,21.0,6.0
5936,13.0,5.0,8.0,6.0,5.0
5937,12.0,5.0,8.0,6.0,4.0
5938,13.0,6.0,8.0,6.0,5.0
5939,20.0,5.0,23.0,6.0,7.0
5940,47.0,10.0,76.0,24.0,6.0
5941,30.0,8.0,11.0,17.0,5.0
5942,12.0,5.0,10.0,5.0,4.0
5943,13.0,6.0,9.0,7.0,5.0
5944,13.0,5.0,9.0,6.0,5.0
5945,22.0,5.0,14.0,10.0,5.0
5946,19.0,5.0,15.0,7.0,8.0
5947,17.0,5.0,26.0,6.0,5.0
5948,16.0,7.0,15.0,9.0,5.0
5949,17.0,5.0,13.0,10.0,5.0
5950,40.0,7.0,12.0,14.0,5.0
5951,39.0,8.0,15.0,40.0,8.0
5952,13.0,4.0,10.0,5.0,5.0
5953,95.0,8.0,25.0,49.0,12.0
5954,49.0,10.0,13.0,40.0,6.0
5955,31.0,8.0,11.0,14.0,8.0
5956,14.0,5.0,8.0,5.0,4.0
5957,24.0,7.0,10.0,18.0,6.0
5958,13.0,6.0,9.0,7.0,5.0
5959,22.0,5.0,12.0,12.0,6.0
5960,12.0,5.0,7.0,5.0,5.0
5961,16.0,5.0,24.0,5.0,5.0
5962,19.0,6.0,11.0,11.0,5.0
5963,13.0,5.0,9.0,8.0,5.0
5964,13.0,5.0,10.0,5.0,5.0
5965,32.0,6.0,15.0,6.0,6.0
5966,11.0,5.0,8.0,5.0,5.0
5967,13.0,5.0,9.0,7.0,5.0
5968,18.0,6.0,24.0,8.0,5.0
5969,13.0,5.0,7.0,5.0,5.0
5970,53.0,10.0,21.0,42.0,8.0
5971,23.0,8.0,8.0,27.0,5.0
5972,18.0,5.0,8.0,7.0,5.0
5973,12.0,5.0,10.0,5.0,9.0
5974,23.0,7.0,10.0,11.0,4.0
5975,14.0,5.0,9.0,6.0,4.0
5976,28.0,9.0,18.0,24.0,7.0
5977,23.0,6.0,12.0,6.0,5.0
5978,20.0,5.0,10.0,9.0,5.0
5979,25.0,8.0,14.0,15.0,5.0
5980,14.0,5.0,9.0,7.0,5.0
5981,23.0,6.0,42.0,7.0,6.0
5982,15.0,6.0,14.0,6.0,5.0
5983,12.0,5.0,8.0,6.0,7.0
5984,14.0,5.0,7.0,9.0,5.0
5985,13.0,5.0,8.0,6.0,5.0
5986,14.0,5.0,10.0,7.0,5.0
5987,22.0,6.0,11.0,6.0,5.0
5988,13.0,5.0,8.0,6.0,5.0
5989,13.0,4.0,9.0,5.0,5.0
5990,17.0,4.0,11.0,8.0,5.0
5991,28.0,7.0,13.0,14.0,5.0
5992,12.0,5.0,8.0,5.0,9.0
5993,16.0,4.0,17.0,5.0,7.0
5994,13.0,5.0,10.0,5.0,4.0
5995,16.0,6.0,9.0,10.0,6.0
5996,17.0,5.0,10.0,14.0,5.0
5997,15.0,5.0,9.0,6.0,5.0
5998,13.0,5.0,8.0,7.0,4.0
5999,13.0,4.0,10.0,5.0,5.0
6000,23.0,5.0,18.0,7.0,5.0
6001,24.0,8.0,11.0,13.0,5.0
6002,20.0,6.0,11.0,7.0,5.0
6003,26.0,8.0,8.0,25.0,4.0
6004,14.0,5.0,11.0,6.0,5.0
6005,13.0,6.0,10.0,9.0,5.0
6006,28.0,7.0,11.0,17.0,6.0
6007,13.0,4.0,11.0,5.0,5.0
6008,14.0,5.0,8.0,6.0,5.0
6009,13.0,5.0,10.0,5.0,6.0
6010,33.0,5.0,16.0,19.0,6.0
6011,12.0,5.0,7.0,6.0,5.0
6012,12.0,5.0,8.0,7.0,4.0
6013,16.0,5.0,11.0,7.0,6.0
6014,23.0,6.0,12.0,6.0,4.0
6015,13.0,4.0,10.0,5.0,5.0
6016,66.0,7.0,43.0,41.0,5.0
6017,43.0,10.0,37.0,23.0,8.0
6018,12.0,4.0,10.0,5.0,5.0
6019,13.0,4.0,10.0,5.0,8.0
6020,37.0,11.0,13.0,39.0,7.0
6021,25.0,6.0,12.0,5.0,5.0
6022,20.0,6.0,14.0,7.0,6.0
6023,12.0,5.0,12.0,5.0,6.0
6024,34.0,8.0,11.0,13.0,6.0
6025,13.0,5.0,11.0,7.0,5.0
6026,15.0,5.0,10.0,5.0,5.0
6027,30.0,6.0,13.0,13.0,6.0
6028,17.0,7.0,9.0,10.0,6.0
6029,13.0,4.0,8.0,5.0,4.0
6030,13.0,5.0,9.0,6.0,5.0
6031,37.0,7.0,12.0,11.0,5.0
6032,13.0,4.0,10.0,6.0,7.0
6033,25.0,7.0,11.0,21.0,5.0
6034,18.0,8.0,15.0,10.0,5.0
6035,13.0,5.0,11.0,5.0,5.0
6036,13.0,4.0,10.0,5.0,4.0
6037,17.0,5.0,12.0,6.0,8.0
6038,15.0,5.0,11.0,6.0,4.0
6039,15.0,6.0,10.0,9.0,5.0
6040,13.0,5.0,9.0,7.0,7.0
6041,13.0,5.0,10.0,5.0,6.0
6042,11.0,4.0,9.0,5.0,5.0
6043,22.0,6.0,13.0,16.0,6.0
6044,13.0,5.0,9.0,5.0,6.0
6045,15.0,7.0,10.0,17.0,5.0
6046,13.0,4.0,11.0,5.0,4.0
6047,45.0,7.0,8.0,26.0,5.0
6048,67.0,13.0,35.0,53.0,7.0
6049,31.0,7.0,67.0,10.0,6.0
6050,23.0,5.0,13.0,9.0,5.0
6051,11.0,5.0,9.0,5.0,5.0
6052,21.0,5.0,36.0,5.0,5.0
6053,13.0,5.0,9.0,5.0,8.0
6054,13.0,4.0,10.0,5.0,4.0
6055,19.0,6.0,9.0,10.0,5.0
6056,13.0,5.0,9.0,5.0,4.0
6057,25.0,8.0,10.0,24.0,6.0
6058,26.0,6.0,14.0,6.0,5.0
6059,20.0,5.0,13.0,6.0,7.0
6060,44.0,12.0,13.0,44.0,6.0
6061,19.0,6.0,14.0,7.0,7.0
6062,14.0,5.0,11.0,7.0,5.0
6063,23.0,7.0,10.0,13.0,6.0
6064,36.0,8.0,18.0,7.0,5.0
6065,17.0,6.0,12.0,8.0,5.0
6066,15.0,5.0,13.0,5.0,5.0
6067,33.0,10.0,12.0,16.0,5.0
6068,13.0,5.0,10.0,5.0,5.0
6069,27.0,5.0,14.0,8.0,6.0
6070,15.0,5.0,11.0,6.0,5.0
6071,31.0,6.0,25.0,6.0,5.0
6072,14.0,5.0,13.0,6.0,5.0
6073,13.0,4.0,10.0,5.0,8.0
6074,12.0,5.0,7.0,8.0,5.0
6075,13.0,6.0,15.0,11.0,5.0
6076,11.0,4.0,9.0,5.0,4.0
6077,15.0,5.0,19.0,6.0,5.0
6078,13.0,4.0,12.0,5.0,7.0
6079,14.0,5.0,8.0,5.0,4.0
6080,19.0,5.0,33.0,6.0,5.0
6081,12.0,4.0,9.0,5.0,9.0
6082,38.0,8.0,12.0,11.0,5.0
6083,66.0,8.0,13.0,55.0,9.0
6084,18.0,6.0,11.0,12.0,6.0
6085,17.0,4.0,12.0,5.0,5.0
6086,34.0,8.0,12.0,17.0,6.0
6087,22.0,6.0,12.0,7.0,5.0
6088,21.0,5.0,11.0,7.0,4.0
6089,15.0,5.0,16.0,13.0,6.0
6090,13.0,6.0,8.0,10.0,5.0
6091,47.0,9.0,23.0,17.0,6.0
6092,13.0,5.0,9.0,5.0,5.0
6093,22.0,5.0,12.0,6.0,5.0
6094,52.0,12.0,44.0,41.0,8.0
6095,46.0,14.0,14.0,20.0,7.0
6096,14.0,4.0,9.0,5.0,5.0
6097,17.0,6.0,13.0,7.0,6.0
6098,16.0,5.0,12.0,11.0,6.0
6099,14.0,5.0,9.0,6.0,4.0
6100,14.0,4.0,10.0,5.0,6.0
6101,12.0,5.0,8.0,6.0,5.0
6102,13.0,4.0,9.0,5.0,4.0
6103,48.0,9.0,20.0,32.0,9.0
6104,20.0,7.0,11.0,9.0,6.0
6105,15.0,5.0,11.0,10.0,8.0
6106,14.0,5.0,10.0,7.0,6.0
6107,40.0,13.0,14.0,29.0,8.0
6108,24.0,7.0,8.0,11.0,5.0
6109,13.0,4.0,8.0,5.0,5.0
6110,14.0,5.0,9.0,13.0,6.0
6111,41.0,15.0,12.0,34.0,6.0
6112,13.0,5.0,11.0,5.0,5.0
6113,18.0,6.0,11.0,13.0,5.0
6114,21.0,6.0,8.0,14.0,4.0
6115,23.0,6.0,15.0,16.0,6.0
6116,14.0,5.0,9.0,5.0,7.0
6117,16.0,5.0,12.0,5.0,4.0
6118,19.0,5.0,10.0,9.0,5.0
6119,16.0,5.0,12.0,5.0,4.0
6120,13.0,6.0,9.0,12.0,5.0
6121,58.0,14.0,16.0,34.0,7.0
6122,37.0,6.0,11.0,19.0,6.0
6123,12.0,4.0,11.0,5.0,5.0
6124,19.0,7.0,13.0,6.0,5.0
6125,13.0,5.0,8.0,6.0,5.0
6126,14.0,5.0,12.0,5.0,7.0
6127,13.0,4.0,9.0,5.0,4.0
6128,22.0,6.0,12.0,7.0,4.0
6129,14.0,5.0,13.0,5.0,5.0
6130,14.0,5.0,8.0,5.0,5.0
6131,12.0,5.0,10.0,5.0,5.0
6132,12.0,5.0,8.0,6.0,5.0
6133,31.0,6.0,13.0,9.0,5.0
6134,14.0,5.0,8.0,5.0,5.0
6135,27.0,8.0,13.0,19.0,8.0
6136,19.0,5.0,23.0,11.0,6.0
6137,12.0,5.0,8.0,6.0,4.0
6138,25.0,7.0,16.0,8.0,8.0
6139,13.0,4.0,8.0,5.0,4.0
6140,82.0,13.0,20.0,39.0,7.0
6141,18.0,5.0,25.0,9.0,7.0
6142,11.0,5.0,9.0,6.0,9.0
6143,42.0,13.0,108.0,37.0,8.0
6144,13.0,4.0,10.0,5.0,5.0
